문제 번호,제목,맞춘사람,제출,정답률,URL
1614,영식이의 손가락,1369,5276,34.5%,https://www.acmicpc.net/problem/1614
1581,락스타 락동호,279,932,34.5%,https://www.acmicpc.net/problem/1581
1008,A/B,240501,857374,34.5%,https://www.acmicpc.net/problem/1008
1312,소수,6003,22189,34.4%,https://www.acmicpc.net/problem/1312
1744,수 묶기,13839,49241,34.3%,https://www.acmicpc.net/problem/1744
1069,집으로,2090,7858,34.3%,https://www.acmicpc.net/problem/1069
1800,인터넷 설치,1184,4752,34.3%,https://www.acmicpc.net/problem/1800
1265,순열,49,230,34.3%,https://www.acmicpc.net/problem/1265
1577,도로의 개수,1507,5646,34.1%,https://www.acmicpc.net/problem/1577
1168,요세푸스 문제 2,1898,14087,34.1%,https://www.acmicpc.net/problem/1168
1946,신입 사원,18468,71093,34.1%,https://www.acmicpc.net/problem/1946
1167,트리의 지름,17218,68703,34.1%,https://www.acmicpc.net/problem/1167
1003,피보나치 함수,62644,246109,34.1%,https://www.acmicpc.net/problem/1003
1722,순열의 순서,3905,16730,34.1%,https://www.acmicpc.net/problem/1722
1595,북쪽나라의 도로,494,1815,34.1%,https://www.acmicpc.net/problem/1595
1444,숌 언어,61,325,34.1%,https://www.acmicpc.net/problem/1444
1781,컵라면,5272,20945,34.0%,https://www.acmicpc.net/problem/1781
1636,한번 열면 멈출 수 없어,148,633,34.0%,https://www.acmicpc.net/problem/1636
1518,뉴 매직 스퀘어,21,133,33.9%,https://www.acmicpc.net/problem/1518
1485,정사각형,2423,9052,33.9%,https://www.acmicpc.net/problem/1485
1147,BOJ 소풍,44,217,33.8%,https://www.acmicpc.net/problem/1147
1226,국회,285,1125,33.8%,https://www.acmicpc.net/problem/1226
1082,방 번호,2091,7954,33.7%,https://www.acmicpc.net/problem/1082
1477,휴게소 세우기,3215,13522,33.7%,https://www.acmicpc.net/problem/1477
1195,킥다운,645,2537,33.6%,https://www.acmicpc.net/problem/1195
1788,피보나치 수의 확장,4193,14655,33.5%,https://www.acmicpc.net/problem/1788
1463,1로 만들기,78646,353407,33.5%,https://www.acmicpc.net/problem/1463
1545,안티 팰린드롬,202,923,33.4%,https://www.acmicpc.net/problem/1545
1682,돌리기,157,718,33.4%,https://www.acmicpc.net/problem/1682
1152,단어의 개수,119922,451781,33.4%,https://www.acmicpc.net/problem/1152
1870,지붕 제작,2,10,33.3%,https://www.acmicpc.net/problem/1870
1729,이차원 배열의 합,54,259,33.3%,https://www.acmicpc.net/problem/1729
1472,전화번호,2,122,33.3%,https://www.acmicpc.net/problem/1472
1831,과수원,4,22,33.3%,https://www.acmicpc.net/problem/1831
1556,도미노2,8,39,33.3%,https://www.acmicpc.net/problem/1556
1554,나무 심기,11,47,33.3%,https://www.acmicpc.net/problem/1554
1064,평행사변형,3129,12036,33.2%,https://www.acmicpc.net/problem/1064
1751,디버그,118,495,33.2%,https://www.acmicpc.net/problem/1751
1671,상어의 저녁식사,2163,8394,33.2%,https://www.acmicpc.net/problem/1671
1242,소풍,452,1975,33.2%,https://www.acmicpc.net/problem/1242
1047,울타리,397,1982,33.1%,https://www.acmicpc.net/problem/1047
1333,부재중 전화,2488,10112,33.1%,https://www.acmicpc.net/problem/1333
1601,바이너리 파워 비숍,45,272,33.1%,https://www.acmicpc.net/problem/1601
1770,배수와 약수의 개수,199,713,33.1%,https://www.acmicpc.net/problem/1770
1462,퀴즈쇼,113,451,33.0%,https://www.acmicpc.net/problem/1462
1241,머리 톡톡,675,3046,33.0%,https://www.acmicpc.net/problem/1241
1805,나무수송,63,283,33.0%,https://www.acmicpc.net/problem/1805
1318,포커,125,550,33.0%,https://www.acmicpc.net/problem/1318
1364,울타리 치기,177,826,33.0%,https://www.acmicpc.net/problem/1364
1539,이진 검색 트리,461,2492,32.9%,https://www.acmicpc.net/problem/1539
1884,고속도로,283,1222,32.9%,https://www.acmicpc.net/problem/1884
1916,최소비용 구하기,25770,115283,32.9%,https://www.acmicpc.net/problem/1916
1894,4번째 점,421,1717,32.8%,https://www.acmicpc.net/problem/1894
1839,트리 모델 만들기,59,227,32.8%,https://www.acmicpc.net/problem/1839
1144,싼 비용,220,1178,32.7%,https://www.acmicpc.net/problem/1144
1588,수열,156,799,32.7%,https://www.acmicpc.net/problem/1588
1814,지붕 색칠하기,83,429,32.7%,https://www.acmicpc.net/problem/1814
1793,타일링,2898,10707,32.7%,https://www.acmicpc.net/problem/1793
1643,쿠폰,112,393,32.7%,https://www.acmicpc.net/problem/1643
1175,배달,923,3777,32.6%,https://www.acmicpc.net/problem/1175
1279,내멋대로 주사위,47,197,32.6%,https://www.acmicpc.net/problem/1279
1762,평면그래프와 삼각형,175,974,32.6%,https://www.acmicpc.net/problem/1762
1511,숫자 만들기,112,507,32.6%,https://www.acmicpc.net/problem/1511
1933,스카이라인,903,4548,32.5%,https://www.acmicpc.net/problem/1933
1665,화물열차,134,795,32.4%,https://www.acmicpc.net/problem/1665
1713,후보 추천하기,5417,22550,32.3%,https://www.acmicpc.net/problem/1713
1154,팀 편성,145,669,32.3%,https://www.acmicpc.net/problem/1154
1891,사분면,866,3624,32.2%,https://www.acmicpc.net/problem/1891
1011,Fly me to the Alpha Centauri,25186,102746,32.2%,https://www.acmicpc.net/problem/1011
1396,크루스칼의 공,686,3349,32.2%,https://www.acmicpc.net/problem/1396
1216,충무공 이순신,9,164,32.1%,https://www.acmicpc.net/problem/1216
1881,공 바꾸기,63,272,32.1%,https://www.acmicpc.net/problem/1881
1256,사전,4722,20307,32.1%,https://www.acmicpc.net/problem/1256
1785,팀 사모예드의 신작,50,244,32.1%,https://www.acmicpc.net/problem/1785
1293,생물농축,33,149,32.0%,https://www.acmicpc.net/problem/1293
1105,팔,4231,15638,32.0%,https://www.acmicpc.net/problem/1105
1289,트리의 가중치,828,3436,31.9%,https://www.acmicpc.net/problem/1289
1904,01타일,30647,117212,31.9%,https://www.acmicpc.net/problem/1904
1693,트리 색칠하기,1043,5673,31.9%,https://www.acmicpc.net/problem/1693
1948,임계경로,3759,15836,31.9%,https://www.acmicpc.net/problem/1948
1346,탑을 향해서,40,181,31.7%,https://www.acmicpc.net/problem/1346
1769,3의 배수,6068,23698,31.7%,https://www.acmicpc.net/problem/1769
1711,직각삼각형,1013,4935,31.6%,https://www.acmicpc.net/problem/1711
1645,성지의 생일파티,145,800,31.5%,https://www.acmicpc.net/problem/1645
1045,도로,522,2152,31.5%,https://www.acmicpc.net/problem/1045
1774,우주신과의 교감,5692,24644,31.5%,https://www.acmicpc.net/problem/1774
1582,아티스트 이동호,44,205,31.4%,https://www.acmicpc.net/problem/1582
1908,곱셈 전개식,96,448,31.4%,https://www.acmicpc.net/problem/1908
1727,커플 만들기,1069,4855,31.3%,https://www.acmicpc.net/problem/1727
1890,점프,13956,55838,31.3%,https://www.acmicpc.net/problem/1890
1020,디지털 카운터,647,4048,31.3%,https://www.acmicpc.net/problem/1020
1674,성준이와 초콜릿,56,392,31.3%,https://www.acmicpc.net/problem/1674
1054,팰린드롬 문장,96,890,31.3%,https://www.acmicpc.net/problem/1054
1931,회의실 배정,57966,249982,31.3%,https://www.acmicpc.net/problem/1931
1275,커피숍2,5491,22161,31.3%,https://www.acmicpc.net/problem/1275
1790,수 이어 쓰기 2,2621,12258,31.3%,https://www.acmicpc.net/problem/1790
1579,보물 찾기,5,50,31.2%,https://www.acmicpc.net/problem/1579
1845,배열 회전,5,2188,31.2%,https://www.acmicpc.net/problem/1845
1458,종이 겹치기,5,28,31.2%,https://www.acmicpc.net/problem/1458
1496,기타 고르기,5,26,31.2%,https://www.acmicpc.net/problem/1496
1960,행렬만들기,293,1343,31.2%,https://www.acmicpc.net/problem/1960
1962,한글 ㄴㄴ 수,19,66,31.1%,https://www.acmicpc.net/problem/1962
1747,소수&팰린드롬,8477,34742,31.1%,https://www.acmicpc.net/problem/1747
1117,색칠 1,656,2799,31.1%,https://www.acmicpc.net/problem/1117
1301,비즈 공예,419,2020,31.1%,https://www.acmicpc.net/problem/1301
1479,네 부분문자열,51,272,31.1%,https://www.acmicpc.net/problem/1479
1071,소트,1280,5711,31.1%,https://www.acmicpc.net/problem/1071
1171,사오정,32,140,31.1%,https://www.acmicpc.net/problem/1171
1237,정ㅋ벅ㅋ,23198,87763,31.1%,https://www.acmicpc.net/problem/1237
1784,팰린드롬 인코딩,68,319,31.1%,https://www.acmicpc.net/problem/1784
1786,찾기,9314,49454,31.0%,https://www.acmicpc.net/problem/1786
1180,선인장의 지름,44,212,31.0%,https://www.acmicpc.net/problem/1180
1270,전쟁 - 땅따먹기,1445,7135,31.0%,https://www.acmicpc.net/problem/1270
1826,연료 채우기,2467,10154,30.8%,https://www.acmicpc.net/problem/1826
1282,P-수열,33,193,30.8%,https://www.acmicpc.net/problem/1282
1513,경로 찾기,861,4466,30.8%,https://www.acmicpc.net/problem/1513
1655,가운데를 말해요,17013,75606,30.8%,https://www.acmicpc.net/problem/1655
1517,버블 소트,7335,37289,30.8%,https://www.acmicpc.net/problem/1517
1268,임시 반장 정하기,4902,20441,30.8%,https://www.acmicpc.net/problem/1268
1186,직사각형 색칠하기,95,555,30.7%,https://www.acmicpc.net/problem/1186
1129,키,79,471,30.7%,https://www.acmicpc.net/problem/1129
1804,랩싸기,51,223,30.7%,https://www.acmicpc.net/problem/1804
1920,수 찾기,66478,313504,30.7%,https://www.acmicpc.net/problem/1920
1024,수열의 합,6922,28718,30.6%,https://www.acmicpc.net/problem/1024
1637,날카로운 눈,709,3389,30.6%,https://www.acmicpc.net/problem/1637
1143,경찰,73,371,30.5%,https://www.acmicpc.net/problem/1143
1653,양팔 저울,156,726,30.5%,https://www.acmicpc.net/problem/1653
1369,배열값,157,821,30.4%,https://www.acmicpc.net/problem/1369
1529,동민 수열,97,393,30.3%,https://www.acmicpc.net/problem/1529
1673,치킨 쿠폰,3139,13613,30.3%,https://www.acmicpc.net/problem/1673
1230,문자열 거리,158,926,30.3%,https://www.acmicpc.net/problem/1230
1070,김지민의 침략,105,561,30.3%,https://www.acmicpc.net/problem/1070
1937,욕심쟁이 판다,11228,51187,30.2%,https://www.acmicpc.net/problem/1937
1915,가장 큰 정사각형,11114,49250,30.2%,https://www.acmicpc.net/problem/1915
1022,소용돌이 예쁘게 출력하기,3780,17283,30.2%,https://www.acmicpc.net/problem/1022
1005,ACM Craft,17368,85585,30.2%,https://www.acmicpc.net/problem/1005
1319,지민 vs 한수,41,173,30.1%,https://www.acmicpc.net/problem/1319
1979,극적인 곱셈,148,660,30.1%,https://www.acmicpc.net/problem/1979
1721,상자퍼즐,35,148,29.9%,https://www.acmicpc.net/problem/1721
1366,기타 코드,67,450,29.9%,https://www.acmicpc.net/problem/1366
1393,음하철도 구구팔,664,2934,29.9%,https://www.acmicpc.net/problem/1393
1068,트리,16442,72281,29.8%,https://www.acmicpc.net/problem/1068
1897,토달기,261,1210,29.8%,https://www.acmicpc.net/problem/1897
1853,정사영,53,317,29.8%,https://www.acmicpc.net/problem/1853
1059,좋은 구간,5165,21002,29.7%,https://www.acmicpc.net/problem/1059
1231,주식왕 동호,207,1277,29.7%,https://www.acmicpc.net/problem/1231
1429,결혼,29,177,29.6%,https://www.acmicpc.net/problem/1429
1467,수 지우기,235,1568,29.6%,https://www.acmicpc.net/problem/1467
1277,발전소 설치,532,2422,29.6%,https://www.acmicpc.net/problem/1277
1742,레이싱결과,44,246,29.5%,https://www.acmicpc.net/problem/1742
1116,순열 2,54,273,29.3%,https://www.acmicpc.net/problem/1116
1029,그림 교환,1593,7296,29.3%,https://www.acmicpc.net/problem/1029
1837,암호제작,4018,18996,29.2%,https://www.acmicpc.net/problem/1837
1700,멀티탭 스케줄링,8108,38479,29.1%,https://www.acmicpc.net/problem/1700
1255,전쟁 - 선전포고,44,278,29.1%,https://www.acmicpc.net/problem/1255
1123,셔플,45,239,29.0%,https://www.acmicpc.net/problem/1123
1089,스타트링크 타워,863,3945,29.0%,https://www.acmicpc.net/problem/1089
1530,금민수의 합,22,206,28.9%,https://www.acmicpc.net/problem/1530
1041,주사위,5928,24321,28.9%,https://www.acmicpc.net/problem/1041
1422,숫자의 신,1686,7529,28.8%,https://www.acmicpc.net/problem/1422
1717,집합의 표현,23997,120198,28.8%,https://www.acmicpc.net/problem/1717
1398,동전 문제,952,4602,28.8%,https://www.acmicpc.net/problem/1398
1215,잘못 작성한 요세푸스 코드,244,1463,28.7%,https://www.acmicpc.net/problem/1215
1493,박스 채우기,1622,7973,28.6%,https://www.acmicpc.net/problem/1493
1083,소트,3029,14422,28.6%,https://www.acmicpc.net/problem/1083
1483,저항,2,34,28.6%,https://www.acmicpc.net/problem/1483
1576,DNA점수,44,235,28.6%,https://www.acmicpc.net/problem/1576
1987,알파벳,26716,142598,28.5%,https://www.acmicpc.net/problem/1987
1178,간선 추가,150,1072,28.5%,https://www.acmicpc.net/problem/1178
1017,소수 쌍,2706,13333,28.5%,https://www.acmicpc.net/problem/1017
1423,원숭이 키우기,143,747,28.5%,https://www.acmicpc.net/problem/1423
1273,샷,168,904,28.5%,https://www.acmicpc.net/problem/1273
1929,소수 구하기,67415,313416,28.5%,https://www.acmicpc.net/problem/1929
1868,보물찾기,124,1435,28.4%,https://www.acmicpc.net/problem/1868
1520,내리막 길,19096,98529,28.4%,https://www.acmicpc.net/problem/1520
1257,엄청난 부자,123,1195,28.3%,https://www.acmicpc.net/problem/1257
1712,손익분기점,58156,236619,28.3%,https://www.acmicpc.net/problem/1712
1096,종이 접기,88,564,28.3%,https://www.acmicpc.net/problem/1096
1696,색 막대,37,190,28.2%,https://www.acmicpc.net/problem/1696
1565,수학,384,1833,28.2%,https://www.acmicpc.net/problem/1565
1142,피자,42,240,28.2%,https://www.acmicpc.net/problem/1142
1892,가위바위보,65,384,28.1%,https://www.acmicpc.net/problem/1892
1622,공통 순열,556,2700,28.1%,https://www.acmicpc.net/problem/1622
1126,같은 탑,1994,9854,28.1%,https://www.acmicpc.net/problem/1126
1210,마피아,536,2336,28.1%,https://www.acmicpc.net/problem/1210
1594,전화번호 만들기,76,359,27.9%,https://www.acmicpc.net/problem/1594
1086,박성원,2685,12883,27.9%,https://www.acmicpc.net/problem/1086
1629,곱셈,31860,152591,27.8%,https://www.acmicpc.net/problem/1629
1160,Random Number Generator,269,1833,27.8%,https://www.acmicpc.net/problem/1160
1603,작은 정사각형,99,503,27.8%,https://www.acmicpc.net/problem/1603
1549,K,162,763,27.8%,https://www.acmicpc.net/problem/1549
1739,도로 정비하기,326,1489,27.6%,https://www.acmicpc.net/problem/1739
1569,정사각형으로 가리기,186,1004,27.6%,https://www.acmicpc.net/problem/1569
1741,반 나누기,141,741,27.6%,https://www.acmicpc.net/problem/1741
1046,그림자,132,1012,27.6%,https://www.acmicpc.net/problem/1046
1944,복제 로봇,1255,6513,27.6%,https://www.acmicpc.net/problem/1944
1756,피자 굽기,1827,8885,27.5%,https://www.acmicpc.net/problem/1756
1482,같은 자리 수,37,242,27.4%,https://www.acmicpc.net/problem/1482
1983,숫자 박스,516,2739,27.3%,https://www.acmicpc.net/problem/1983
1795,마알,125,600,27.3%,https://www.acmicpc.net/problem/1795
1567,모든 사이클의 길이,3,22,27.3%,https://www.acmicpc.net/problem/1567
1172,선인장 Automorphisms,9,54,27.3%,https://www.acmicpc.net/problem/1172
1558,그림의 개수,9,50,27.3%,https://www.acmicpc.net/problem/1558
1031,스타 대결,653,4152,27.2%,https://www.acmicpc.net/problem/1031
1561,놀이 공원,2592,13286,27.2%,https://www.acmicpc.net/problem/1561
1994,등차수열,550,3028,27.2%,https://www.acmicpc.net/problem/1994
1406,에디터,27481,143209,27.2%,https://www.acmicpc.net/problem/1406
1102,발전소,2675,13496,27.1%,https://www.acmicpc.net/problem/1102
1889,선물 교환,167,898,27.1%,https://www.acmicpc.net/problem/1889
1726,로봇,3844,20146,27.1%,https://www.acmicpc.net/problem/1726
1708,볼록 껍질,4811,30779,27.0%,https://www.acmicpc.net/problem/1708
1602,도망자 원숭이,434,2362,26.9%,https://www.acmicpc.net/problem/1602
1432,그래프 수정,315,1555,26.9%,https://www.acmicpc.net/problem/1432
1205,등수 구하기,6662,30537,26.8%,https://www.acmicpc.net/problem/1205
1528,금민수의 합,292,1614,26.8%,https://www.acmicpc.net/problem/1528
1486,등산,966,5177,26.8%,https://www.acmicpc.net/problem/1486
1596,영식함수,12,413,26.7%,https://www.acmicpc.net/problem/1596
1820,Partitioning for fun and profit,8,45,26.7%,https://www.acmicpc.net/problem/1820
1348,주차장,672,3598,26.5%,https://www.acmicpc.net/problem/1348
1624,데크 소트,97,791,26.5%,https://www.acmicpc.net/problem/1624
1062,가르침,10123,59362,26.5%,https://www.acmicpc.net/problem/1062
1806,부분합,24323,122353,26.4%,https://www.acmicpc.net/problem/1806
1697,숨바꼭질,54528,285107,26.4%,https://www.acmicpc.net/problem/1697
1326,폴짝폴짝,1734,8316,26.4%,https://www.acmicpc.net/problem/1326
1150,백업,666,4002,26.4%,https://www.acmicpc.net/problem/1150
1753,최단경로,38426,239381,26.4%,https://www.acmicpc.net/problem/1753
1494,절댓값 수열,147,966,26.3%,https://www.acmicpc.net/problem/1494
1959,달팽이3,399,2373,26.3%,https://www.acmicpc.net/problem/1959
1939,중량제한,7391,42465,26.3%,https://www.acmicpc.net/problem/1939
1028,다이아몬드 광산,2045,12258,26.3%,https://www.acmicpc.net/problem/1028
1663,XYZ 문자열,189,1084,26.2%,https://www.acmicpc.net/problem/1663
1723,점 나누기,62,507,26.2%,https://www.acmicpc.net/problem/1723
1678,기차,68,385,26.2%,https://www.acmicpc.net/problem/1678
1801,직사각형 만들기,193,1166,26.2%,https://www.acmicpc.net/problem/1801
1323,숫자 연결하기,504,2866,26.1%,https://www.acmicpc.net/problem/1323
1385,벌집,184,998,26.0%,https://www.acmicpc.net/problem/1385
1315,RPG,886,5259,26.0%,https://www.acmicpc.net/problem/1315
1445,일요일 아침의 데이트,1032,5158,25.9%,https://www.acmicpc.net/problem/1445
1394,암호,536,3150,25.8%,https://www.acmicpc.net/problem/1394
1649,택시,96,512,25.8%,https://www.acmicpc.net/problem/1649
1514,자물쇠,696,4604,25.7%,https://www.acmicpc.net/problem/1514
1313,합성소수,99,577,25.6%,https://www.acmicpc.net/problem/1313
1504,특정한 최단 경로,19552,103988,25.6%,https://www.acmicpc.net/problem/1504
1092,배,6716,35704,25.6%,https://www.acmicpc.net/problem/1092
1355,구멍난 케이크 자르기,78,398,25.5%,https://www.acmicpc.net/problem/1355
1036,36진수,1408,7476,25.5%,https://www.acmicpc.net/problem/1036
1666,최대 증가 직사각형 집합,185,929,25.4%,https://www.acmicpc.net/problem/1666
1409,점 칠하기,43,347,25.4%,https://www.acmicpc.net/problem/1409
1156,장난감,29,300,25.4%,https://www.acmicpc.net/problem/1156
1732,레이저,53,296,25.4%,https://www.acmicpc.net/problem/1732
1627,결투,59,390,25.3%,https://www.acmicpc.net/problem/1627
1040,정수,501,3639,25.3%,https://www.acmicpc.net/problem/1040
1707,이분 그래프,19421,110760,25.3%,https://www.acmicpc.net/problem/1707
1362,펫,1574,7516,25.2%,https://www.acmicpc.net/problem/1362
1119,그래프,160,794,25.2%,https://www.acmicpc.net/problem/1119
1575,졸업,42,378,25.1%,https://www.acmicpc.net/problem/1575
1208,부분수열의 합 2,5815,32127,25.1%,https://www.acmicpc.net/problem/1208
1121,도형,119,747,25.1%,https://www.acmicpc.net/problem/1121
1109,섬,245,1366,25.1%,https://www.acmicpc.net/problem/1109
1847,볼록다각형 만들기,28,174,25.0%,https://www.acmicpc.net/problem/1847
1447,보호 천막,2,9,25.0%,https://www.acmicpc.net/problem/1447
1583,이동호의 트럭,4,64,25.0%,https://www.acmicpc.net/problem/1583
1745,숨기,77,559,25.0%,https://www.acmicpc.net/problem/1745
1824,도미노,74,383,24.9%,https://www.acmicpc.net/problem/1824
1981,배열에서 이동,1950,10918,24.9%,https://www.acmicpc.net/problem/1981
1222,홍준 프로그래밍 대회,564,3087,24.8%,https://www.acmicpc.net/problem/1222
1341,사이좋은 형제,195,1097,24.8%,https://www.acmicpc.net/problem/1341
1072,게임,10241,55553,24.7%,https://www.acmicpc.net/problem/1072
1420,학교 가지마!,1119,5867,24.7%,https://www.acmicpc.net/problem/1420
1799,비숍,5883,33118,24.6%,https://www.acmicpc.net/problem/1799
1232,체스,15,217,24.6%,https://www.acmicpc.net/problem/1232
1009,분산처리,25050,130250,24.5%,https://www.acmicpc.net/problem/1009
1291,이면수와 임현수,268,1307,24.5%,https://www.acmicpc.net/problem/1291
1253,좋다,12496,68867,24.4%,https://www.acmicpc.net/problem/1253
1294,문자열 장식,412,2386,24.4%,https://www.acmicpc.net/problem/1294
1087,쥐 잡기,331,1727,24.3%,https://www.acmicpc.net/problem/1087
1224,분수,15,153,24.2%,https://www.acmicpc.net/problem/1224
1936,재미있는 수학 문제,15,126,24.2%,https://www.acmicpc.net/problem/1936
1667,지민이의 테러 Season IV,52,305,24.2%,https://www.acmicpc.net/problem/1667
1419,등차수열의 합,454,2549,24.1%,https://www.acmicpc.net/problem/1419
1060,좋은 수,344,2013,24.1%,https://www.acmicpc.net/problem/1060
1400,화물차,240,1470,24.0%,https://www.acmicpc.net/problem/1400
1621,조삼모사,81,523,24.0%,https://www.acmicpc.net/problem/1621
1399,보물의 위치,190,1221,24.0%,https://www.acmicpc.net/problem/1399
1421,나무꾼 이다솜,808,4447,24.0%,https://www.acmicpc.net/problem/1421
1859,성적,36,284,24.0%,https://www.acmicpc.net/problem/1859
1114,통나무 자르기,1066,6318,24.0%,https://www.acmicpc.net/problem/1114
1456,거의 소수,3777,21961,23.9%,https://www.acmicpc.net/problem/1456
1982,호텔예약,40,231,23.8%,https://www.acmicpc.net/problem/1982
1077,넓이,275,1593,23.8%,https://www.acmicpc.net/problem/1077
1039,교환,3689,20887,23.7%,https://www.acmicpc.net/problem/1039
1425,원숭이 땅을 옮기다,68,394,23.7%,https://www.acmicpc.net/problem/1425
1702,고속도로,40,432,23.7%,https://www.acmicpc.net/problem/1702
1166,선물,1528,8690,23.6%,https://www.acmicpc.net/problem/1166
1604,정사각형 자르기,117,735,23.6%,https://www.acmicpc.net/problem/1604
1107,리모컨,21827,122988,23.6%,https://www.acmicpc.net/problem/1107
1955,수식 표현,111,553,23.6%,https://www.acmicpc.net/problem/1955
1056,수,183,1422,23.4%,https://www.acmicpc.net/problem/1056
1829,사탕 항아리,42,293,23.3%,https://www.acmicpc.net/problem/1829
1334,다음 팰린드롬 수,828,5828,23.3%,https://www.acmicpc.net/problem/1334
1914,하노이 탑,7419,44822,23.2%,https://www.acmicpc.net/problem/1914
1308,D-Day,2268,13186,23.2%,https://www.acmicpc.net/problem/1308
1642,딱따구리,22,152,23.2%,https://www.acmicpc.net/problem/1642
1093,스티커 수집,161,963,23.1%,https://www.acmicpc.net/problem/1093
1324,젠장,58,615,23.1%,https://www.acmicpc.net/problem/1324
1202,보석 도둑,15174,88803,22.9%,https://www.acmicpc.net/problem/1202
1136,조각 놓기,52,292,22.8%,https://www.acmicpc.net/problem/1136
1586,목장,13,63,22.8%,https://www.acmicpc.net/problem/1586
1704,붕어빵타이쿤,163,960,22.8%,https://www.acmicpc.net/problem/1704
1002,터렛,41213,235034,22.8%,https://www.acmicpc.net/problem/1002
1079,마피아,774,4763,22.8%,https://www.acmicpc.net/problem/1079
1367,타브 악보,5,33,22.7%,https://www.acmicpc.net/problem/1367
1803,무술 연습,64,562,22.7%,https://www.acmicpc.net/problem/1803
1177,조쌤포스,78,449,22.7%,https://www.acmicpc.net/problem/1177
1860,거미줄,7,191,22.6%,https://www.acmicpc.net/problem/1860
1016,제곱 ㄴㄴ 수,10666,73607,22.5%,https://www.acmicpc.net/problem/1016
1162,도로포장,2892,20044,22.5%,https://www.acmicpc.net/problem/1162
1433,화학 실험,39,304,22.4%,https://www.acmicpc.net/problem/1433
1473,미로 탈출,126,1143,22.4%,https://www.acmicpc.net/problem/1473
1214,쿨한 물건 구매,1236,7259,22.3%,https://www.acmicpc.net/problem/1214
1840,스도쿠,60,824,22.3%,https://www.acmicpc.net/problem/1840
1536,"Dance, Dance",33,206,22.3%,https://www.acmicpc.net/problem/1536
1990,소수인팰린드롬,1660,10286,22.3%,https://www.acmicpc.net/problem/1990
1921,트리와 쿼리 20,8,99,22.2%,https://www.acmicpc.net/problem/1921
1698,보안 패널,4,24,22.2%,https://www.acmicpc.net/problem/1698
1857,발레리노,162,1569,22.2%,https://www.acmicpc.net/problem/1857
1650,지민이의 테러 Season II,110,677,22.1%,https://www.acmicpc.net/problem/1650
1888,곰팡이,105,607,22.0%,https://www.acmicpc.net/problem/1888
1103,게임,4297,26107,22.0%,https://www.acmicpc.net/problem/1103
1600,말이 되고픈 원숭이,11134,70751,22.0%,https://www.acmicpc.net/problem/1600
1111,IQ Test,2963,17103,22.0%,https://www.acmicpc.net/problem/1111
1905,상자 쌓기,144,960,21.9%,https://www.acmicpc.net/problem/1905
1654,랜선 자르기,43578,265779,21.9%,https://www.acmicpc.net/problem/1654
1875,테트리스,19,143,21.8%,https://www.acmicpc.net/problem/1875
1555,소수 만들기,127,1000,21.7%,https://www.acmicpc.net/problem/1555
1752,세상에서 제일 착한 다솜,50,293,21.7%,https://www.acmicpc.net/problem/1752
1361,두 스트링 마스크,58,426,21.7%,https://www.acmicpc.net/problem/1361
1501,영어 읽기,366,2287,21.7%,https://www.acmicpc.net/problem/1501
1841,군사 배치,24,143,21.6%,https://www.acmicpc.net/problem/1841
1098,쌍둥이 마을,67,716,21.6%,https://www.acmicpc.net/problem/1098
1998,이미지 압축,59,464,21.6%,https://www.acmicpc.net/problem/1998
1290,배럭,27,419,21.6%,https://www.acmicpc.net/problem/1290
1502,숫자 퍼즐 ≤ 8,67,490,21.5%,https://www.acmicpc.net/problem/1502
1950,지도,3,15,21.4%,https://www.acmicpc.net/problem/1950
1503,세 수 고르기,509,3259,21.4%,https://www.acmicpc.net/problem/1503
1798,원뿔좌표계상의 거리,206,1279,21.3%,https://www.acmicpc.net/problem/1798
1332,풀자,127,882,21.3%,https://www.acmicpc.net/problem/1332
1661,다솜이의 신발가게,63,584,21.3%,https://www.acmicpc.net/problem/1661
1865,웜홀,9646,66037,20.9%,https://www.acmicpc.net/problem/1865
1782,거울 숫자,50,656,20.9%,https://www.acmicpc.net/problem/1782
1688,지민이의 테러,423,3180,20.9%,https://www.acmicpc.net/problem/1688
1055,끝이없음,187,1894,20.8%,https://www.acmicpc.net/problem/1055
1108,검색 엔진,359,2209,20.8%,https://www.acmicpc.net/problem/1108
1244,스위치 켜고 끄기,14774,87386,20.8%,https://www.acmicpc.net/problem/1244
1134,식,56,418,20.7%,https://www.acmicpc.net/problem/1134
1006,습격자 초라기,2736,23292,20.7%,https://www.acmicpc.net/problem/1006
1564,팩토리얼5,1685,12316,20.6%,https://www.acmicpc.net/problem/1564
1631,오영식의 보물,27,189,20.6%,https://www.acmicpc.net/problem/1631
1734,교통 체계,129,1110,20.5%,https://www.acmicpc.net/problem/1734
1876,튕기는 볼링공,116,844,20.4%,https://www.acmicpc.net/problem/1876
1943,동전 분배,1032,7843,20.4%,https://www.acmicpc.net/problem/1943
1615,교차개수세기,757,7635,20.4%,https://www.acmicpc.net/problem/1615
1537,새로운 연산자,23,272,20.4%,https://www.acmicpc.net/problem/1537
1220,MEGACITY,39,405,20.2%,https://www.acmicpc.net/problem/1220
1163,증가하는 리스트,17,151,20.0%,https://www.acmicpc.net/problem/1163
1435,네 점,67,505,20.0%,https://www.acmicpc.net/problem/1435
1810,징검다리 달리기 2,232,1959,19.9%,https://www.acmicpc.net/problem/1810
1169,정사각형 진열,60,515,19.9%,https://www.acmicpc.net/problem/1169
1375,나이,108,987,19.8%,https://www.acmicpc.net/problem/1375
